date,target,year,month,day,day_of_week,hour,lag_1,lag_2,rolling_mean,rolling_std,expanding_mean,expanding_std,sqrt_transform,log_transform,boxcox_transform,moving_average
2021-01-11,44,2021,1,11,0,0,60.0,47.0,49.0,11.01514109457217,48.63660477453581,28.79232383546074,6.6332495807108,3.784189633918261,18.80738634281977,43.142857142857146
2021-01-12,52,2021,1,12,1,0,44.0,60.0,48.57142857142857,10.799029938797597,48.645502645502646,28.754632764992753,7.211102550927978,3.9512437185814275,21.320323812613204,49.0
2021-01-13,31,2021,1,13,2,0,52.0,44.0,45.857142857142854,12.6151835952893,48.598944591029024,28.730873075251882,5.5677643628300215,3.4339872044851463,14.404112178171808,48.57142857142857
2021-01-14,88,2021,1,14,3,0,31.0,52.0,50.0,20.15771151032112,48.70263157894737,28.764047726377665,9.38083151964686,4.477336814478207,31.461069440656583,45.857142857142854
2021-01-15,33,2021,1,15,4,0,88.0,31.0,50.714285714285715,19.31937098453504,48.661417322834644,28.73743765976826,5.744562646538029,3.4965075614664802,15.11311478515461,50.0
2021-01-16,35,2021,1,16,5,0,33.0,88.0,49.0,20.215505600075055,48.62565445026178,28.7082102345724,5.916079783099616,3.5553480614894135,15.809365846684306,50.714285714285715
2021-01-17,3,2021,1,17,6,0,35.0,33.0,40.857142857142854,25.764501233470888,48.5065274151436,28.76524106290383,1.7320508075688772,1.0986122886681098,1.6545857045650314,49.0
2021-01-18,21,2021,1,18,0,0,3.0,35.0,37.57142857142857,26.74482593485539,48.434895833333336,28.761936897370756,4.58257569495584,3.044522437723423,10.622911918520273,40.857142857142854
2021-01-19,28,2021,1,19,1,0,21.0,3.0,34.142857142857146,26.11786471254601,48.38181818181818,28.74333585477868,5.291502622129181,3.332204510175204,13.314288685944925,37.57142857142857
2021-01-20,18,2021,1,20,2,0,28.0,21.0,32.285714285714285,26.83104101418282,48.303108808290155,28.747604587704117,4.242640687119285,2.8903717578961645,9.389094747155276,34.142857142857146
2021-01-21,28,2021,1,21,3,0,18.0,28.0,23.714285714285715,10.95010328283531,48.25064599483204,28.728886698387036,5.291502622129181,3.332204510175204,13.314288685944925,32.285714285714285
2021-01-22,45,2021,1,22,4,0,28.0,18.0,25.428571428571427,13.32737962313096,48.24226804123711,28.692219853368165,6.708203932499369,3.8066624897703196,19.1285592565314,23.714285714285715
2021-01-23,87,2021,1,23,5,0,45.0,28.0,32.857142857142854,27.014987022197932,48.34190231362468,28.72252281730197,9.327379053088816,4.465908118654584,31.198730135157767,25.428571428571427
2021-01-24,99,2021,1,24,6,0,87.0,45.0,46.57142857142857,33.02956828286406,48.47179487179487,28.800045957528564,9.9498743710662,4.59511985013459,34.290723107181705,32.857142857142854
2021-01-25,7,2021,1,25,0,0,99.0,87.0,44.57142857142857,35.18928408316533,48.36572890025575,28.839462847840235,2.6457513110645907,1.9459101490553132,4.153044884881179,46.57142857142857
2021-01-26,71,2021,1,26,1,0,7.0,99.0,50.714285714285715,35.565499601506524,48.423469387755105,28.82523866059902,8.426149773176359,4.2626798770413155,26.868082385760363,44.57142857142857
2021-01-27,38,2021,1,27,2,0,71.0,7.0,53.57142857142857,33.225778861486155,48.396946564885496,28.793249471751974,6.164414002968976,3.6375861597263857,16.831856607803964,50.714285714285715
2021-01-28,5,2021,1,28,3,0,38.0,71.0,50.285714285714285,37.088696776395736,48.286802030456855,28.839584021633545,2.23606797749979,1.6094379124341003,2.9809549301314164,53.57142857142857
2021-01-29,28,2021,1,29,4,0,5.0,38.0,47.857142857142854,38.03694945457013,48.23544303797468,28.82104348751638,5.291502622129181,3.332204510175204,13.314288685944925,50.285714285714285
2021-01-30,57,2021,1,30,5,0,28.0,5.0,43.57142857142857,34.40860911098238,48.25757575757576,28.787907415244277,7.54983443527075,4.04305126783455,22.831865332464492,47.857142857142854
2021-01-31,77,2021,1,31,6,0,57.0,28.0,40.42857142857143,29.096718846272786,48.329974811083126,28.787701380223805,8.774964387392123,4.343805421853684,28.523234751227722,43.57142857142857
2021-02-01,54,2021,2,1,0,0,77.0,57.0,47.142857142857146,25.268086403132887,48.34422110552764,28.75282667994591,7.3484692283495345,3.9889840465642745,21.929941950475495,40.42857142857143
2021-02-02,85,2021,2,2,1,0,54.0,77.0,49.142857142857146,27.889236701808862,48.43609022556391,28.775256343603264,9.219544457292887,4.442651256490317,30.671326082780293,47.142857142857146
2021-02-03,64,2021,2,3,2,0,85.0,54.0,52.857142857142854,27.889236701808866,48.475,28.749708508928762,8.0,4.1588830833596715,24.883073342284877,49.142857142857146
2021-02-04,97,2021,2,4,3,0,64.0,85.0,66.0,22.78888618018293,48.596009975062344,28.81581829551089,9.848857801796104,4.574710978503383,33.78353730228489,52.857142857142854
2021-02-05,95,2021,2,5,4,0,97.0,64.0,75.57142857142857,17.66217373236886,48.711442786069654,28.872776543737505,9.746794344808963,4.553876891600541,33.273212223215026,66.0
2021-02-06,6,2021,2,6,5,0,95.0,97.0,68.28571428571429,31.610727534147237,48.60545905707196,28.915224690131357,2.449489742783178,1.791759469228055,3.581689877249706,75.57142857142857
2021-02-07,68,2021,2,7,6,0,6.0,95.0,67.0,31.379398762032803,48.65346534653465,28.89544277687658,8.246211251235321,4.219507705176107,26.02488677335457,68.28571428571429
2021-02-08,63,2021,2,8,0,0,68.0,6.0,68.28571428571429,30.939264620189252,48.68888888888889,28.86846235620943,7.937253933193772,4.143134726391533,24.59431837497863,67.0
2021-02-09,47,2021,2,9,1,0,63.0,68.0,62.857142857142854,30.851410402273714,48.68472906403941,28.83292208313854,6.855654600401044,3.8501476017100584,19.764578374498967,68.28571428571429
2021-02-10,67,2021,2,10,2,0,47.0,63.0,63.285714285714285,30.890744491483115,48.729729729729726,28.811698425863955,8.18535277187245,4.204692619390966,25.74136249046835,62.857142857142854
2021-02-11,8,2021,2,11,3,0,67.0,47.0,50.57142857142857,32.94873362694,48.629901960784316,28.846842672588913,2.8284271247461903,2.0794415416798357,4.70039718811372,63.285714285714285
2021-02-12,51,2021,2,12,4,0,8.0,67.0,44.285714285714285,26.656545698410127,48.63569682151589,28.81170780997658,7.14142842854285,3.9318256327243257,21.012889948001355,50.57142857142857
2021-02-13,73,2021,2,13,5,0,51.0,8.0,53.857142857142854,22.289224387796065,48.69512195121951,28.801610006779942,8.54400374531753,4.290459441148391,27.424289662278778,44.285714285714285
2021-02-14,87,2021,2,14,6,0,73.0,51.0,56.57142857142857,25.257719234966167,48.78832116788321,28.828449022247224,9.327379053088816,4.465908118654584,31.198730135157767,53.857142857142854
2021-02-15,88,2021,2,15,0,0,87.0,73.0,60.142857142857146,27.94296913016802,48.883495145631066,28.8580892177857,9.38083151964686,4.477336814478207,31.461069440656583,56.57142857142857
2021-02-16,50,2021,2,16,1,0,88.0,87.0,60.57142857142857,27.729990641043862,48.8861985472155,28.823098347990953,7.0710678118654755,3.912023005428146,20.70364675964728,60.142857142857146
2021-02-17,75,2021,2,17,2,0,50.0,88.0,61.714285714285715,28.199966227605564,48.94927536231884,28.81677674115649,8.660254037844387,4.31748811353631,27.975954857853782,60.57142857142857
2021-02-18,57,2021,2,18,3,0,75.0,50.0,68.71428571428571,16.152546607416465,48.96867469879518,28.784665837382388,7.54983443527075,4.04305126783455,22.831865332464492,61.714285714285715
2021-02-19,22,2021,2,19,4,0,57.0,75.0,64.57142857142857,23.500759866134405,48.90384615384615,28.780354487889188,4.69041575982343,3.091042453358316,11.02220220616371,68.71428571428571
2021-02-20,8,2021,2,20,5,0,22.0,57.0,55.285714285714285,31.196764178967257,48.805755395683455,28.81544667007253,2.8284271247461903,2.0794415416798357,4.70039718811372,64.57142857142857
2021-02-21,3,2021,2,21,6,0,8.0,22.0,43.285714285714285,33.06415121000529,48.696172248803826,28.867946006879507,1.7320508075688772,1.0986122886681098,1.6545857045650314,55.285714285714285
2021-02-22,39,2021,2,22,0,0,3.0,8.0,36.285714285714285,26.568868284229968,48.673031026252985,28.837285027834138,6.244997998398398,3.6635616461296463,17.16725613405588,43.285714285714285
2021-02-23,40,2021,2,23,1,0,39.0,3.0,34.857142857142854,25.97067943809306,48.65238095238095,28.80596131368235,6.324555320336759,3.6888794541139363,17.50009167715883,36.285714285714285
2021-02-24,65,2021,2,24,2,0,40.0,39.0,33.42857142857143,23.557427299099963,48.69121140142518,28.78267739135341,8.06225774829855,4.174387269895637,25.170481262582108,34.857142857142854
2021-02-25,57,2021,2,25,3,0,65.0,40.0,33.42857142857143,23.557427299099967,48.71090047393365,28.751318460228433,7.54983443527075,4.04305126783455,22.831865332464492,33.42857142857143
2021-02-26,48,2021,2,26,4,0,57.0,65.0,37.142857142857146,23.50481207064183,48.709219858156025,28.71725351404511,6.928203230275509,3.871201010907891,20.07954154212804,33.42857142857143
2021-02-27,63,2021,2,27,5,0,48.0,57.0,45.0,21.221058723195995,48.742924528301884,28.691683738965132,7.937253933193772,4.143134726391533,24.59431837497863,37.142857142857146
2021-02-28,61,2021,2,28,6,0,63.0,48.0,53.285714285714285,10.904346009952246,48.771764705882354,28.66399610288167,7.810249675906654,4.110873864173311,24.0126548700147,45.0
2021-03-01,90,2021,3,1,0,0,61.0,63.0,60.57142857142857,15.735915849388855,48.86854460093897,28.69985195689026,9.486832980505138,4.499809670330265,31.983089241136394,53.285714285714285
2021-03-02,1,2021,3,2,1,0,90.0,61.0,55.0,27.06165799305972,48.75644028103044,28.759594022369633,1.0,0.0,0.0,60.57142857142857
2021-03-03,24,2021,3,3,2,0,1.0,90.0,49.142857142857146,28.910370523559934,48.69859813084112,28.75081178607013,4.898979485566356,3.1780538303479458,11.804896256618658,55.0
2021-03-04,36,2021,3,4,3,0,24.0,1.0,46.142857142857146,29.04839967725456,48.66899766899767,28.723748586691983,6.0,3.58351893845611,16.15300798923567,49.142857142857146
2021-03-05,88,2021,3,5,4,0,36.0,24.0,51.857142857142854,33.123146848432995,48.76046511627907,28.752878761598804,9.38083151964686,4.477336814478207,31.461069440656583,46.142857142857146
2021-03-06,83,2021,3,6,5,0,88.0,36.0,54.714285714285715,35.05098327538656,48.8399071925754,28.76674248989167,9.1104335791443,4.418840607796598,30.14019503776326,51.857142857142854
2021-03-07,11,2021,3,7,6,0,83.0,88.0,47.57142857142857,38.483144114694944,48.75231481481482,28.79096990768959,3.3166247903554,2.3978952727983707,6.2323642140930415,54.714285714285715
2021-03-08,6,2021,3,8,0,0,11.0,83.0,35.57142857142857,36.068717484163194,48.65357967667436,28.830926238296687,2.449489742783178,1.791759469228055,3.581689877249706,47.57142857142857
2021-03-09,81,2021,3,9,1,0,6.0,11.0,47.0,35.962943891363125,48.72811059907834,28.839442336792995,9.0,4.394449154672439,29.605219874495116,35.57142857142857
2021-03-10,89,2021,3,10,2,0,81.0,6.0,56.285714285714285,37.39747890662455,48.820689655172416,28.87083956873205,9.433981132056603,4.48863636973214,31.722518149354418,47.0
2021-03-11,29,2021,3,11,3,0,89.0,81.0,55.285714285714285,38.11698783882013,48.77522935779817,28.853254262846495,5.385164807134504,3.367295829986474,13.681277306208875,56.285714285714285
2021-03-12,95,2021,3,12,4,0,29.0,89.0,56.285714285714285,39.19487332851192,48.88100686498856,28.904850722917992,9.746794344808963,4.553876891600541,33.273212223215026,55.285714285714285
2021-03-13,84,2021,3,13,5,0,95.0,29.0,56.42857142857143,39.31012228784991,48.961187214611876,28.92048359082783,9.16515138991168,4.430816798843313,30.406233604403177,56.285714285714285
2021-03-14,19,2021,3,14,6,0,84.0,95.0,57.57142857142857,37.85876007327384,48.89293849658314,28.92282156974954,4.358898943540674,2.9444389791664403,9.806756660734596,56.42857142857143
2021-03-15,23,2021,3,15,0,0,19.0,84.0,60.0,34.38507428134092,48.83409090909091,28.916220536328947,4.795831523312719,3.1354942159291497,11.416095964269688,57.57142857142857
2021-03-16,48,2021,3,16,1,0,23.0,19.0,55.285714285714285,33.27017826680166,48.83219954648526,28.883369812781694,6.928203230275509,3.871201010907891,20.07954154212804,60.0
2021-03-17,89,2021,3,17,2,0,48.0,23.0,55.285714285714285,33.27017826680166,48.92307692307692,28.91379730967238,9.433981132056603,4.48863636973214,31.722518149354418,55.285714285714285
2021-03-18,20,2021,3,18,3,0,89.0,48.0,54.0,34.60250472629593,48.85778781038375,28.913744427427627,4.47213595499958,2.995732273553991,10.217888583454242,55.285714285714285
2021-03-19,54,2021,3,19,4,0,20.0,89.0,48.142857142857146,29.61659766318299,48.869369369369366,28.882122983670108,7.3484692283495345,3.9889840465642745,21.929941950475495,54.0
2021-03-20,25,2021,3,20,5,0,54.0,20.0,39.714285714285715,25.86963655017391,48.815730337078655,28.871760958209997,5.0,3.2188758248682006,12.188877268429023,48.142857142857146
2021-03-21,61,2021,3,21,6,0,25.0,54.0,45.714285714285715,25.124452138068488,48.84304932735426,28.845072932451743,7.810249675906654,4.110873864173311,24.0126548700147,39.714285714285715
2021-03-22,96,2021,3,22,0,0,61.0,25.0,56.142857142857146,28.979467279602005,48.94854586129754,28.89891988899749,9.797958971132712,4.564348191467836,33.528772459717906,45.714285714285715
2021-03-23,23,2021,3,23,1,0,96.0,61.0,52.57142857142857,31.57455274350502,48.890625,28.89259756048158,4.795831523312719,3.1354942159291497,11.416095964269688,56.142857142857146
2021-03-24,88,2021,3,24,2,0,23.0,96.0,52.42857142857143,31.383951009271925,48.97772828507795,28.919291065319165,9.38083151964686,4.477336814478207,31.461069440656583,52.57142857142857
2021-03-25,20,2021,3,25,3,0,88.0,23.0,52.42857142857143,31.38395100927192,48.913333333333334,28.919349492263464,4.47213595499958,2.995732273553991,10.217888583454242,52.42857142857143
2021-03-26,40,2021,3,26,4,0,20.0,88.0,50.42857142857143,31.7114970888958,48.893569844789354,28.890247926037055,6.324555320336759,3.6888794541139363,17.50009167715883,52.42857142857143
2021-03-27,28,2021,3,27,5,0,40.0,20.0,50.857142857142854,31.328520400366653,48.847345132743364,28.874929735246642,5.291502622129181,3.332204510175204,13.314288685944925,50.42857142857143
2021-03-28,59,2021,3,28,6,0,28.0,40.0,50.57142857142857,31.229564746978358,48.86975717439294,28.846914977202797,7.681145747868608,4.07753744390572,23.425255194403793,50.857142857142854
2021-03-29,23,2021,3,29,0,0,59.0,28.0,40.142857142857146,25.122556739767866,48.81277533039648,28.8406249340262,4.795831523312719,3.1354942159291497,11.416095964269688,50.57142857142857
2021-03-30,22,2021,3,30,1,0,23.0,59.0,40.0,25.238858928247897,48.753846153846155,28.836254666515522,4.69041575982343,3.091042453358316,11.02220220616371,40.142857142857146
2021-03-31,94,2021,3,31,2,0,22.0,23.0,40.857142857142854,27.16878460923226,48.853070175438596,28.882374400192006,9.695359714832659,4.543294782270004,33.016845697201944,40.0
2021-04-01,95,2021,4,1,3,0,94.0,22.0,51.57142857142857,31.941911562799643,48.95404814004377,28.931332610215875,9.746794344808963,4.553876891600541,33.273212223215026,40.857142857142854
2021-04-02,81,2021,4,2,4,0,95.0,94.0,57.42857142857143,33.20068846102011,49.02401746724891,28.938429160770124,9.0,4.394449154672439,29.605219874495116,51.57142857142857
2021-04-03,63,2021,4,3,5,0,81.0,95.0,62.42857142857143,30.560634498524088,49.05446623093682,28.914179532612764,7.937253933193772,4.143134726391533,24.59431837497863,57.42857142857143
2021-04-04,42,2021,4,4,6,0,63.0,81.0,60.0,31.538336460039652,49.03913043478261,28.88453822137056,6.48074069840786,3.7376696182833684,18.158398126844915,62.42857142857143
2021-04-05,86,2021,4,5,0,0,42.0,63.0,69.0,28.011902232205983,49.11930585683297,28.904431666301626,9.273618495495704,4.454347296253507,30.935486909327075,60.0
2021-04-06,41,2021,4,6,1,0,86.0,42.0,71.71428571428571,23.207141757903504,49.1017316017316,28.875535833351456,6.4031242374328485,3.713572066704308,17.8304462249154,69.0
2021-04-07,62,2021,4,7,2,0,41.0,86.0,67.14285714285714,21.145752697477025,49.12958963282937,28.850496279016067,7.874007874011811,4.127134385045092,24.304188512175486,71.71428571428571
2021-04-08,39,2021,4,8,3,0,62.0,41.0,59.142857142857146,19.368604935380777,49.10775862068966,28.823159786979584,6.244997998398398,3.6635616461296463,17.16725613405588,67.14285714285714
2021-04-09,80,2021,4,9,4,0,39.0,62.0,59.0,19.183326093250866,49.174193548387095,28.827701981900777,8.94427190999916,4.382026634673881,29.336252336218582,59.142857142857146
2021-04-10,74,2021,4,10,5,0,80.0,39.0,60.57142857142857,19.998809488376565,49.227467811158796,28.819642659765854,8.602325267042627,4.30406509320417,27.700679993133743,59.0
2021-04-11,12,2021,4,11,6,0,74.0,80.0,56.285714285714285,26.725233305587707,49.147751605995715,28.84019924642271,3.4641016151377544,2.4849066497880004,6.713917075686249,60.57142857142857
2021-04-12,48,2021,4,12,0,0,12.0,74.0,50.857142857142854,23.326869853086937,49.14529914529915,28.809353393490206,6.928203230275509,3.871201010907891,20.07954154212804,56.285714285714285
2021-04-13,24,2021,4,13,1,0,48.0,12.0,48.42857142857143,25.3236196916182,49.091684434968016,28.801971144606334,4.898979485566356,3.1780538303479458,11.804896256618658,50.857142857142854
2021-04-14,31,2021,4,14,2,0,24.0,48.0,44.0,25.26525941551624,49.0531914893617,28.783348887187323,5.5677643628300215,3.4339872044851463,14.404112178171808,48.42857142857143
2021-04-15,57,2021,4,15,3,0,31.0,24.0,46.57142857142857,25.585524181049067,49.07006369426752,28.755043513142923,7.54983443527075,4.04305126783455,22.831865332464492,44.0
2021-04-16,15,2021,4,16,4,0,57.0,31.0,37.285714285714285,23.106379246969006,48.9978813559322,28.767277569687685,3.872983346207417,2.70805020110221,8.09183282891957,46.57142857142857
2021-04-17,64,2021,4,17,5,0,15.0,57.0,35.857142857142854,20.635152623848505,49.02959830866808,28.745065369572806,8.0,4.1588830833596715,24.883073342284877,37.285714285714285
2021-04-18,30,2021,4,18,6,0,64.0,15.0,38.42857142857143,18.137044438176225,48.98945147679325,28.727963234105072,5.477225575051661,3.4011973816621555,14.044497654720024,35.857142857142854
2021-04-19,100,2021,4,19,0,0,30.0,64.0,45.857142857142854,29.684050551480603,49.09684210526316,28.792929616727697,10.0,4.605170185988092,34.54316460556474,38.42857142857143
2021-04-20,62,2021,4,20,1,0,100.0,30.0,51.285714285714285,28.47053614829597,49.12394957983193,28.768684984482686,7.874007874011811,4.127134385045092,24.304188512175486,45.857142857142854
2021-04-21,72,2021,4,21,2,0,62.0,100.0,57.142857142857146,27.811439920942423,49.17190775681342,28.757531113128707,8.48528137423857,4.276666119016055,27.146763970363896,51.285714285714285
2021-04-22,79,2021,4,22,3,0,72.0,62.0,60.285714285714285,29.00985054376234,49.23430962343096,28.759749320342163,8.888194417315589,4.3694478524670215,29.066276791445834,57.142857142857146
2021-04-23,92,2021,4,23,4,0,79.0,72.0,71.28571428571429,22.93988001795335,49.323590814196244,28.79602350162009,9.591663046625438,4.5217885770490405,32.501648850135595,60.285714285714285
2021-04-24,25,2021,4,24,5,0,92.0,79.0,65.71428571428571,28.95234179195346,49.27291666666667,28.787365585662066,5.0,3.2188758248682006,12.188877268429023,71.28571428571429
2021-04-25,46,2021,4,25,6,0,25.0,92.0,68.0,26.15976554431123,49.266112266112266,28.757750318752386,6.782329983125268,3.828641396489095,19.447603285900314,65.71428571428571
2021-04-26,40,2021,4,26,0,0,46.0,25.0,59.42857142857143,23.63512317757297,49.24688796680498,28.73094126785808,6.324555320336759,3.6888794541139363,17.50009167715883,68.0
2021-04-27,9,2021,4,27,1,0,40.0,46.0,51.857142857142854,30.240307380649917,49.16356107660455,28.75948620965717,3.0,2.1972245773362196,5.227594125809368,59.42857142857143
2021-04-28,44,2021,4,28,2,0,9.0,40.0,47.857142857142854,28.95645334767692,49.15289256198347,28.73065776395503,6.6332495807108,3.784189633918261,18.80738634281977,51.857142857142854
2021-04-29,100,2021,4,29,3,0,44.0,9.0,50.857142857142854,33.458574244521984,49.25773195876289,28.79367984432681,10.0,4.605170185988092,34.54316460556474,47.857142857142854
2021-04-30,7,2021,4,30,4,0,100.0,44.0,38.714285714285715,31.399120400176198,49.17078189300412,28.827779597131386,2.6457513110645907,1.9459101490553132,4.153044884881179,50.857142857142854
2021-05-01,88,2021,5,1,5,0,7.0,100.0,47.714285714285715,35.56549960150653,49.25051334702259,28.851808017308368,9.38083151964686,4.477336814478207,31.461069440656583,38.714285714285715
2021-05-02,4,2021,5,2,6,0,88.0,7.0,41.714285714285715,39.25435978212817,49.157786885245905,28.894868930894013,2.0,1.3862943611198906,2.342870873615028,47.714285714285715
2021-05-03,43,2021,5,3,0,0,4.0,88.0,42.142857142857146,39.24890050022026,49.14519427402863,28.86659150179394,6.557438524302,3.7612001156935624,18.48402145737314,41.714285714285715
2021-05-04,42,2021,5,4,1,0,43.0,4.0,46.857142857142854,36.4893983298737,49.13061224489796,28.838866951878536,6.48074069840786,3.7376696182833684,18.158398126844915,42.142857142857146
2021-05-05,81,2021,5,5,2,0,42.0,43.0,52.142857142857146,38.623950132133345,49.19551934826884,28.845302738693338,9.0,4.394449154672439,29.605219874495116,46.857142857142854
2021-05-06,69,2021,5,6,3,0,81.0,42.0,47.714285714285715,33.683399896260894,49.235772357723576,28.829742873422678,8.306623862918075,4.23410650459726,26.307166048713587,52.142857142857146
2021-05-07,73,2021,5,7,4,0,69.0,81.0,57.142857142857146,29.345235680478986,49.283975659229206,28.82030969349001,8.54400374531753,4.290459441148391,27.424289662278778,47.714285714285715
2021-05-08,93,2021,5,8,5,0,73.0,69.0,57.857142857142854,30.267851875262917,49.37246963562753,28.85817124912636,9.643650760992955,4.532599493153256,32.759661719159105,57.142857142857146
2021-05-09,51,2021,5,9,6,0,93.0,73.0,64.57142857142857,19.696506821068063,49.375757575757575,28.829040586805625,7.14142842854285,3.9318256327243257,21.012889948001355,57.857142857142854
2021-05-10,43,2021,5,10,0,0,51.0,93.0,64.57142857142857,19.696506821068063,49.36290322580645,28.80132844226287,6.557438524302,3.7612001156935624,18.48402145737314,64.57142857142857
2021-05-11,8,2021,5,11,1,0,43.0,51.0,59.714285714285715,28.441251060822932,49.27967806841046,28.83204019544289,2.8284271247461903,2.0794415416798357,4.70039718811372,64.57142857142857
2021-05-12,9,2021,5,12,2,0,8.0,43.0,49.42857142857143,32.22761312320611,49.19879518072289,28.85951956933541,3.0,2.1972245773362196,5.227594125809368,59.714285714285715
2021-05-13,32,2021,5,13,3,0,9.0,8.0,44.142857142857146,31.508880078630582,49.16432865731463,28.84080822335089,5.656854249492381,3.4657359027997265,14.760271326577312,49.42857142857143
2021-05-14,91,2021,5,14,4,0,32.0,9.0,46.714285714285715,34.81720975664326,49.248,28.872577777105207,9.539392014169456,4.51085950651685,32.24279536481923,44.142857142857146
2021-05-15,70,2021,5,15,5,0,91.0,32.0,43.42857142857143,30.544269199841406,49.28942115768463,28.858587419765904,8.366600265340756,4.248495242049359,26.588223710483256,46.714285714285715
2021-05-16,99,2021,5,16,6,0,70.0,91.0,50.285714285714285,37.19190900233672,49.38844621513944,28.915019441071454,9.9498743710662,4.59511985013459,34.290723107181705,43.42857142857143
2021-05-17,2,2021,5,17,0,0,99.0,70.0,44.42857142857143,41.50846155848685,49.29423459244533,28.96338027531912,1.4142135623730951,0.6931471805599453,0.8924017632797059,50.285714285714285
2021-05-18,94,2021,5,18,1,0,2.0,99.0,56.714285714285715,41.65618915885244,49.382936507936506,29.003019423738856,9.695359714832659,4.543294782270004,33.016845697201944,44.42857142857143
2021-05-19,100,2021,5,19,2,0,94.0,2.0,69.71428571428571,38.35237622240325,49.48316831683168,29.061651316527733,10.0,4.605170185988092,34.54316460556474,56.714285714285715
2021-05-20,87,2021,5,20,3,0,100.0,94.0,77.57142857142857,34.80831865544569,49.55731225296443,29.080728808082426,9.327379053088816,4.465908118654584,31.198730135157767,69.71428571428571
2021-05-21,70,2021,5,21,4,0,87.0,100.0,74.57142857142857,34.36013747962962,49.59763313609467,29.066161313756556,8.366600265340756,4.248495242049359,26.588223710483256,77.57142857142857
2021-05-22,17,2021,5,22,5,0,70.0,87.0,67.0,40.77580982232808,49.53346456692913,29.07347799094332,4.123105625617661,2.833213344056216,8.96442708485293,74.57142857142857
2021-05-23,27,2021,5,23,6,0,17.0,70.0,56.714285714285715,40.43807729403187,49.48919449901768,29.062015911462154,5.196152422706632,3.295836866004329,12.943355928332041,67.0
2021-05-24,54,2021,5,24,0,0,27.0,17.0,64.14285714285714,32.758859216139655,49.498039215686276,29.03414080183224,7.3484692283495345,3.9889840465642745,21.929941950475495,56.714285714285715
2021-05-25,47,2021,5,25,1,0,54.0,27.0,57.42857142857143,30.347197250362044,49.49315068493151,29.005872496261958,6.855654600401044,3.8501476017100584,19.764578374498967,64.14285714285714
2021-05-26,4,2021,5,26,2,0,47.0,54.0,43.714285714285715,29.58442318582696,49.404296875,29.04714133709026,2.0,1.3862943611198906,2.342870873615028,57.42857142857143
2021-05-27,56,2021,5,27,3,0,4.0,47.0,39.285714285714285,23.774736491454444,49.41715399610136,29.02022224097692,7.483314773547883,4.02535169073515,22.532839130946833,43.714285714285715
2021-05-28,23,2021,5,28,4,0,56.0,4.0,32.57142857142857,19.990473921822062,49.36575875486381,29.015329596050048,4.795831523312719,3.1354942159291497,11.416095964269688,39.285714285714285
2021-05-29,78,2021,5,29,5,0,23.0,56.0,41.285714285714285,24.790551195393558,49.42135922330097,29.01453966147997,8.831760866327848,4.356708826689592,28.79527663003187,32.57142857142857
2021-05-30,31,2021,5,30,6,0,78.0,23.0,41.857142857142854,24.450143635764682,49.38565891472868,28.997698397985342,5.5677643628300215,3.4339872044851463,14.404112178171808,41.285714285714285
2021-05-31,86,2021,5,31,0,0,31.0,78.0,46.42857142857143,29.557047342707428,49.456479690522244,29.014306508290826,9.273618495495704,4.454347296253507,30.935486909327075,41.857142857142854
2021-06-01,25,2021,6,1,1,0,86.0,31.0,43.285714285714285,30.636113143991178,49.40926640926641,29.006143400551817,5.0,3.2188758248682006,12.188877268429023,46.42857142857143
2021-06-02,67,2021,6,2,2,0,25.0,86.0,52.285714285714285,26.087763962659377,49.44315992292871,28.988417112273428,8.18535277187245,4.204692619390966,25.74136249046835,43.285714285714285
2021-06-03,85,2021,6,3,3,0,67.0,25.0,56.42857142857143,28.924367713383962,49.511538461538464,29.002422686964508,9.219544457292887,4.442651256490317,30.671326082780293,52.285714285714285
2021-06-04,74,2021,6,4,4,0,85.0,67.0,63.714285714285715,25.296338903184445,49.55854126679463,28.994378251235137,8.602325267042627,4.30406509320417,27.700679993133743,56.42857142857143
2021-06-05,15,2021,6,5,5,0,74.0,85.0,54.714285714285715,30.114859486717894,49.49233716475096,29.0060047178222,3.872983346207417,2.70805020110221,8.09183282891957,63.714285714285715
2021-06-06,25,2021,6,6,6,0,15.0,74.0,53.857142857142854,30.975412676446965,49.44550669216061,28.997991638103784,5.0,3.2188758248682006,12.188877268429023,54.714285714285715
2021-06-07,90,2021,6,7,0,0,25.0,15.0,54.42857142857143,31.69572601501736,49.52290076335878,29.02437576435037,9.486832980505138,4.499809670330265,31.983089241136394,53.857142857142854
2021-06-08,12,2021,6,8,1,0,90.0,25.0,52.57142857142857,34.004201421084936,49.45142857142857,29.042874710134512,3.4641016151377544,2.4849066497880004,6.713917075686249,54.42857142857143
2021-06-09,29,2021,6,9,2,0,12.0,90.0,47.142857142857146,34.348355474600595,49.41254752851711,29.028901105665334,5.385164807134504,3.367295829986474,13.681277306208875,52.57142857142857
2021-06-10,22,2021,6,10,3,0,29.0,12.0,38.142857142857146,30.85141040227374,49.36053130929791,29.025866890871715,4.69041575982343,3.091042453358316,11.02220220616371,47.142857142857146
2021-06-11,8,2021,6,11,4,0,22.0,29.0,28.714285714285715,28.022100121834114,49.28219696969697,29.054125785251042,2.8284271247461903,2.0794415416798357,4.70039718811372,38.142857142857146
